CLUSTER,Post_FGM,MidRange_FGM,Perimeter_FGM,Total_FGM
1,2.9799999999999986,1.6199999999999999,0.9533333333333331,5.553333333333332
2,2.63265306122449,0.5081632653061223,0.17142857142857143,3.3122448979591836
3,0.9684210526315791,0.8157894736842102,1.8815789473684212,3.6657894736842103
4,1.1716216216216218,0.3824324324324322,0.7662162162162163,2.32027027027027
5,1.113793103448276,0.3000000000000001,1.4931034482758618,2.906896551724138
6,2.172916666666667,1.0875000000000001,1.708333333333333,4.96875
7,0.9048780487804878,0.597560975609756,0.7902439024390244,2.2926829268292686
8,3.407142857142856,2.332142857142857,1.9642857142857142,7.703571428571427
9,2.0352941176470587,1.2137254901960786,1.5470588235294116,4.796078431372549
