CLUSTER,ISOLATION_FGM,PNR_HANDLER_FGM,PNR_ROLL_FGM,TRANSITION_FGM,POST_UP_FGM,SPOT_UP_FGM,HANDOFF_FGM,CUT_FGM,OFF_SCREEN_FGM,PUTBACK_FGM
1,0.2699999999999999,0.04333333333333334,1.1066666666666667,0.38333333333333336,1.14,1.1999999999999997,0.03666666666666667,0.41666666666666663,0.1633333333333333,0.2833333333333333
2,0.06938775510204084,0.01020408163265306,0.563265306122449,0.18163265306122442,0.27142857142857135,0.3836734693877552,0.004081632653061225,0.4612244897959181,0.01020408163265306,0.3061224489795919
3,0.15789473684210525,0.7999999999999997,0.02631578947368421,0.6894736842105263,0.02631578947368421,1.3973684210526311,0.5921052631578947,0.11052631578947371,0.8078947368421054,0.031578947368421054
4,0.1121621621621621,0.4081081081081082,0.06351351351351352,0.43108108108108123,0.03108108108108109,1.1472972972972975,0.11756756756756753,0.13108108108108105,0.06621621621621623,0.06756756756756757
5,0.02758620689655172,0.11724137931034483,0.2862068965517242,0.6827586206896552,0.08275862068965519,1.7931034482758619,0.10689655172413796,0.15172413793103454,0.21379310344827585,0.06551724137931035
6,0.4270833333333335,0.7479166666666668,0.2124999999999999,0.8937499999999998,0.3395833333333335,1.84375,0.36250000000000004,0.22083333333333321,0.4979166666666668,0.14374999999999996
7,0.19268292682926827,0.8658536585365856,0.017073170731707315,0.3048780487804878,0.0,0.6390243902439025,0.14390243902439023,0.012195121951219513,0.01951219512195122,0.014634146341463414
8,1.6178571428571427,2.910714285714287,0.06071428571428572,1.2142857142857142,0.48571428571428565,1.0642857142857143,0.5071428571428573,0.18571428571428575,0.45357142857142857,0.11071428571428574
9,0.5372549019607842,1.9647058823529406,0.03529411764705883,0.9176470588235296,0.0862745098039216,1.3862745098039213,0.4215686274509804,0.11568627450980387,0.276470588235294,0.03529411764705882
