PLAYER,TEAM,POSITION,CLUSTER,PC1,PC2,PC3,PC4,PC5,PC6
Bobby Portis,WAS,F,1,1.0222883836070313,0.3949961157079821,0.8313552607652185,2.1258849358628265,-0.9978428593682648,0.05194296874187553
Bogdan Bogdanovic,SAC,G,8,-0.8811671475930934,0.6824995539047434,0.18165736310912178,0.39379539873253705,-0.02743704214989388,-0.38873396779473074
Domantas Sabonis,IND,F,1,1.9769345408316217,0.8905310153745096,-0.01707008920829402,0.9681052435476557,0.2660523650162038,-0.8887885111541133
Marcus Morris Sr.,BOS,F,5,-0.04092736829482973,0.4291283325827883,1.3574867523067675,1.140160541459911,-0.14357345838572302,-0.7249828105709907
Otto Porter Jr.,CHI,F,5,-0.6412685754520951,0.5823969400218552,0.9094045582543033,-0.021904717364527607,-0.092835557950891,0.24626424244828626
Steven Adams,OKC,C,2,2.5458551128245386,1.2100592153866736,-0.769108201421755,-1.4724766040239945,0.10858391911326878,1.9178280901531488
Jaren Jackson Jr.,MEM,F-C,5,1.2404404783812333,0.5628950567289998,0.8014604930139331,1.0246252849021515,-1.4515730756405654,-1.6612188371247731
Goran Dragic,MIA,G,8,-1.0380845518181332,0.5869612507541672,-0.6371678788572984,-0.35033636454035944,0.5259250676647675,0.00866223269958689
Rudy Gay,SAS,F,5,-0.054040614769846874,0.9271750295011864,0.5561018414862643,0.8817668566265129,-0.18332853125433035,-2.1964590848444328
Joe Harris,BKN,F-G,3,-0.4343110176948862,0.218338698915853,2.053370886562787,-0.34349874349812176,1.6718787654223355,1.2414258036537065
Caris LeVert,BKN,G,8,-0.7193037425324359,0.9045415528673134,-1.1985128148313065,-0.3384956964135643,0.14896899187924384,0.7660732155891969
Enes Kanter,POR,C,1,1.985287698210035,0.3924084940394409,-0.48869562914260006,1.0170588937792102,0.24105464324896214,0.20738483194210816
Jerami Grant,OKC,F,5,0.628416941807943,0.22913516981549908,1.6928977585880756,-0.24991129255365863,-1.543454862605397,0.7120655115926726
Dennis Smith Jr.,NYK,G,8,-0.8835234868133127,0.8300752131627873,-1.3519902131736699,-0.5307150043039565,-1.4584877192411643,0.88776573562086
Al Horford,BOS,C-F,1,1.2276431278336624,1.3111224405822115,0.26137328594469433,1.6290429127782995,0.6668234390509151,1.2412194005787567
Marc Gasol,TOR,C,1,1.1348448846647834,0.8384824790830807,-0.27020632951016343,2.358943496224184,-0.6933804387306449,1.1443251696385675
Taurean Prince,ATL,F,5,-0.9005795479580754,0.14779612308088336,0.8749465779581792,-0.5305313924745648,-0.025115051993408306,-0.3367131447353718
Carmelo Anthony,HOU,F,1,0.2779639348169468,-0.059698323263114944,1.2873146717762494,2.65740370391557,-1.9489741855200051,-1.3603671249790537
Myles Turner,IND,C-F,1,1.8558254181157003,0.810794016670958,1.1021730011001822,1.6566564097115564,-0.46038167582963,0.1723304559652414
Robert Covington,MIN,F,5,-0.3888708786562874,0.4954618461729713,1.7226687537227432,-2.3726091775691267,-2.3314951445682097,0.813253856210184
Cedi Osman,CLE,F,6,-0.12693016766333257,-0.35544097011243553,-0.8263369740908726,1.538039022276106,-1.0024423372226312,2.4540743723000427
Jaylen Brown,BOS,G,5,-0.3573237729639228,0.3375049152831163,1.1912099912356602,-0.9433044654979411,-0.6255084956183207,-0.8011886625140302
Gary Harris,DEN,G,5,-1.1529733981500119,0.1541365657758837,0.6464776196250382,-1.1175871820775136,0.8975284380176907,-0.274583120530325
Kevin Knox II,NYK,F,5,-0.5546252468423252,-0.06085214423775464,1.343658182518014,0.6652391272603232,-0.7740558462928531,-0.8562319748970054
Ricky Rubio,UTA,G,8,-0.9578629138771144,0.9815057542125588,-1.2410594665303556,-0.5676988345337898,-0.08541096175474598,2.4676743686096216
Thaddeus Young,IND,F,8,0.41229326698864494,0.2267920495167235,-0.8335915295261667,0.3861588794588368,-1.9854762835815127,2.5486758377205354
Paul Millsap,DEN,F,5,0.6904384507436685,0.90776955455282,0.778346161391088,-0.29410792495693044,-0.8708734810492809,-0.7059971075455613
Justise Winslow,MIA,F-G,8,-0.5553509541495317,0.7179577054099591,-0.17528200775357716,-0.1437876839963378,-0.9416815598085723,0.9565554221949395
Trevor Ariza,WAS,F,5,-0.690808654123659,0.2917789200984869,1.0452962886132497,-0.645606059249837,-2.3177636783980287,0.45605790240496463
Brook Lopez,MIL,C,5,0.8339043507173391,0.8034698420805514,2.2866192056195267,0.20269013289710808,0.40312265961252625,2.4628536927748463
Hassan Whiteside,MIA,C,1,2.2396768423214373,0.43534987868526276,-0.26256732303904856,0.6765681113493262,0.43641742422592783,-0.29408914607766606
Jeff Green,WAS,F,5,0.2314901172455107,0.23720652443138593,1.40550496578419,0.22030212613366576,-0.7087474377209679,-0.6795342672849163
Wesley Matthews,IND,G-F,3,-0.7328938441719639,0.021707327569971912,1.016825199318807,0.13483313481176262,0.895229240921586,1.4126582543674249
Jeff Teague,MIN,G,8,-1.0557783211416736,0.659200391351259,-2.130811893372699,0.04219278719107944,-1.250911381925791,-0.08531984391934154
Joe Ingles,UTA,F,8,-1.1992025013803658,0.5943930682394125,-0.3986691212759076,-0.7506311199524275,0.9341292104821066,1.8425144107623843
Dion Waiters,MIA,G,3,-1.1156183765808163,0.1510251134709605,0.5275225581590673,0.5223904748387828,0.09308372142389176,0.1653031188169172
JaVale McGee,LAL,C,2,2.329111886758921,0.4011111957628622,-0.08756045928994621,-1.3291006681254487,0.4622048366133727,-1.0447997310753396
E'Twaun Moore,NOP,G,5,-0.6001914876162672,0.16841199903052323,0.995714380057017,-0.469508977413438,1.7351580217194147,-0.06708149079620657
Willie Cauley-Stein,SAC,C,1,1.3921121819321767,0.6349404869912249,0.1061918170750137,0.7639335873767632,-0.7907947732095453,0.06398917799789153
Jae Crowder,UTA,F,5,-0.30010185760063995,-0.20561196484620992,1.564597641721412,-0.050276216175356686,-0.07439578335738554,1.0853291279367339
Derrick Favors,UTA,F-C,2,1.9082372723081453,0.27078264258311713,0.3059425875052921,-0.5087255087965403,0.14860558210736513,0.2857424353378392
Bryn Forbes,SAS,G,3,-0.9998359615221905,-0.005268236471332978,0.644118915480828,0.536262867402718,1.0473148934680379,0.9864488768468787
D.J. Augustin,ORL,G,8,-1.1077732722308098,0.3483053806740956,-1.4605790026936096,-0.6418735354488198,0.7445741929926355,0.9809086514634348
Kent Bazemore,ATL,G,8,-0.7385016079143081,0.16792760548905258,0.2826644265004989,-0.5593167139663855,-0.549076685939632,0.2800119362172854
Josh Jackson,PHX,F,5,-0.40076615905927226,0.14767219451039149,0.3381854629941102,0.2282164434549879,-1.043121515804811,-0.6556717312070607
Will Barton,DEN,G,8,-0.5461418699985913,0.11552811030645846,-0.03516078224175069,-0.3892817127630426,0.06629457399789353,0.395077393342208
Gordon Hayward,BOS,F,7,-0.3345101450177187,0.3092631132015562,0.25224152451892234,-0.2872624941262038,0.8649662357994189,-1.2222208729575024
Kentavious Caldwell-Pope,LAL,G,5,-0.7972895223087643,-0.08452670393003384,1.5819099693608314,-0.8587245048032827,0.5397308322815919,-0.3779801667679986
Malik Beasley,DEN,G,5,-0.8549625406518919,-0.24258942387302357,1.2920768709612571,-0.6322938781044013,1.1609434611900786,-0.21952214415986124
Reggie Bullock,LAL,G-F,3,-0.6930828880641422,-0.30767986356136745,1.6130384463451797,0.08327724999266206,1.3775253838942778,1.6787002672653462
Kris Dunn,CHI,G,8,-0.7593185784285913,0.9049056558837807,-1.357029248279643,0.4877042153292697,-1.8983995009907428,0.658424478256125
Darren Collison,IND,G,4,-1.2158937152436429,0.6516502355138689,-0.8124301433350044,-1.0680036692239487,-0.6324178140449985,0.01529771337314571
Rodney Hood,POR,G,4,-0.6730584745924709,-0.23323635690883587,-0.07305629947154156,0.9852892750147945,0.029185611635243663,-0.9790380871068688
DeMarre Carroll,BKN,F,5,-0.2873164016544166,-0.334383860349061,1.3425247676684278,-0.12718054019643796,-0.7713438392248874,0.10736308107547955
Alex Len,ATL,C,2,1.4699025826872514,-0.0590580218366985,0.584579031530453,0.5748008894188545,0.21071913632108846,0.04810663127984136
DeAndre Jordan,NYK,C,2,2.3585709690576695,0.2406170204978924,-1.6944425176490154,-1.1605132505502769,0.7024571638191333,0.9741646323040793
Fred VanVleet,TOR,G,8,-1.0088890116208695,0.4773669199580625,-0.6494062310326842,-0.5294918687618237,0.19230490556443097,1.4956359059149857
Tristan Thompson,CLE,C-F,1,2.161092076495989,0.728982655683936,-0.8802093324389084,0.2857939029633695,0.5962924500298729,0.2263564813728763
J.J. Barea,DAL,G,6,-1.205996503126178,0.28511184960569425,-2.213959935848448,0.8288421176740637,1.1775159921424365,-0.3596075553419017
Jarrett Allen,BKN,C,2,2.6247076074172186,0.3195531331319093,-0.5221130046166415,-1.3791958144806862,1.1268742472987014,2.4929076037704574
Trey Burke,DAL,G,3,-0.9846695155048705,-0.013883384072802308,-0.6284291610022931,0.860121985327285,0.9441435841782786,-0.7282787702816701
Tyler Johnson,PHX,G,8,-0.760883072162566,-0.04895546400097059,-0.2726015825228294,-0.11107661911832611,-0.7426889937441538,1.1804828882985459
Allonzo Trier,NYK,G,4,-0.6818392262763356,-0.16996360867381688,-0.29910229527366133,0.05353390036411276,0.2791318204958217,-1.1881468447003052
Shai Gilgeous-Alexander,LAC,G,8,-0.47970214843007,0.3555716711346629,-0.9511098411722366,-0.7813739529030214,0.056005625152149914,0.2986420705232933
Dewayne Dedmon,ATL,C,5,1.3679744574237347,0.3279133765457653,0.860919372774679,-0.41501046877259085,-0.9879210972540813,1.1879371784779302
Taj Gibson,MIN,F,2,1.264546432555464,0.20125188048150155,0.17176939577556916,-0.4263558350105098,-0.4080782997368225,-1.246674742128919
Damyean Dotson,NYK,G,5,-1.0676055093447492,-0.15669619298687415,1.195550779915354,-0.14948216591650523,0.6337133779716022,-0.00281226966921404
Elfrid Payton,NOP,G,8,-0.6286150621635382,0.8009395354375519,-1.5379996873656077,-0.8325685684107968,-0.9042871590333122,0.8770647915007501
Dario Saric,MIN,F,5,0.4538055194066632,-0.08070393454519584,1.3298744189781613,0.2756213398649498,-0.8241725293488651,0.38764924405513557
Dwight Powell,DAL,F-C,2,1.3223273236523483,0.11164410899301713,0.41475809958616827,-1.4922286550932737,0.4454472686662222,-0.043009343669331304
Thomas Bryant,WAS,C,2,1.7930265255723137,0.13138834077196795,0.4936480125324339,-0.4923188727610389,0.829773676125372,-0.8365098104329799
Marco Belinelli,SAS,G-F,3,-1.0245243189208033,-0.3783105498615856,0.9466419017350232,-0.020814858472073695,1.5025393196249937,0.44550353863143016
Justin Holiday,MEM,F-G,5,-0.6515119933059205,-0.08599304478713615,1.412648565572564,-1.0151006233495803,-0.7763478067210509,1.0844120742001506
Kenneth Faried,HOU,F-C,2,1.3797016559401742,-0.09275803870223404,0.23388226001395185,-0.5847412867565877,0.7385268203742573,-0.35175828016052996
Monte Morris,DEN,G,8,-0.9773779611565895,0.28385470632754645,-0.39001019290517575,-0.21042062907019746,0.8098160548455681,-0.06564503112961496
Wendell Carter Jr.,CHI,C,1,1.922156461569134,0.35813920274958116,-0.22474062356580857,0.8087450860735051,0.2515001676277122,0.9352661747751846
Wayne Ellington,DET,G,3,-0.9857487006104871,-0.3661395082475531,1.4184263977969018,-0.18849644870677632,2.3067919521180706,0.9199156570111736
Danny Green,TOR,G-F,5,-0.5475120122174609,0.33972262852161506,1.995311004250039,-1.0021409090174371,0.0263583132238513,1.4748923139512586
Tyreke Evans,IND,G,4,-0.8231066937343242,-0.02291238910222364,-0.5659302634359468,0.1515011163028309,-0.42155947145344624,-0.7420182861386051
Cody Zeller,CHA,C,2,1.9017085641606106,0.40689896551095184,-0.31747489090276587,-0.8858910494109008,0.08815851433032708,0.5520949950403331
Marvin Williams,CHA,F,5,0.38210738068606204,-0.11222370845176476,1.915788372841108,0.7695651055250393,-1.5421971655064695,0.7263113206886128
Kelly Olynyk,MIA,F,5,0.36155426258652573,0.15217259753230095,1.0106668674864818,-0.14044239407676892,-0.30368179362843606,-0.6076322723481573
Kadeem Allen,NYK,G,6,-0.7731491684055849,-0.1384572527242353,-1.1069833734408727,0.16876367066576664,-0.8131362761800796,-0.3092205085537218
Avery Bradley,MEM,G,3,-1.0249533260409904,0.15722501463777877,0.37158284111116907,-0.1390747391721086,1.137475413292199,0.8240235104325779
Derrick White,SAS,G,8,-0.5204672885570669,0.74431918218081,-0.37031596596631655,-0.931143446500964,0.3174947491970476,1.4813114407295185
Lonzo Ball,LAL,G,8,-0.5547677931199003,0.587867985848494,-0.5137267259237536,-1.2453575235942387,-1.7047587507256974,1.4051310925164413
Patty Mills,SAS,G,3,-1.1036616133893262,-0.03856499689592732,-0.10562310370788378,-0.496096887935965,1.076340004979706,0.9335956688528045
Luke Kennard,DET,G,3,-0.8681525815550081,-0.19384549829401793,0.2844511550703792,-0.08859795253054978,1.6207511903541372,-0.38662291987427516
Kevin Huerter,ATL,G,8,-0.846102557283621,0.08973383000889974,0.23398662076366544,-0.7297237874022156,0.08950518083071363,0.6213223591999466
Nemanja Bjelica,SAC,F,5,0.5015662978407064,0.23104957690288677,1.2623341213290393,-0.6511137534819703,-0.5936386472428757,0.17960601754300304
Allen Crabbe,BKN,G-F,3,-0.8622270208105394,-0.7193396995472425,1.614737011324315,0.5118703644643022,1.7031730200391948,1.7220136407367612
Jonathan Isaac,ORL,F,5,0.46816416517386006,0.05430051507072685,1.3778117873630626,-0.8028514241311684,-0.9286674706745144,-0.392551772772907
Jeremy Lin,TOR,G,6,-0.7579831619934241,-0.06032077139609358,-1.2155178399175108,0.014851372931362267,-0.1350983543345804,0.3232702103946222
Robin Lopez,CHI,C,1,1.6833185405127336,-0.045995739847863086,-0.45428113107306617,2.253858327611907,1.348213821135325,0.5815936448289152
Tony Parker,CHA,G,6,-0.9633112636189902,-0.23162499377664583,-2.283671697028932,0.652830952739939,1.4980042410395742,-1.4149595168216675
Shabazz Napier,BKN,G,6,-0.9026832140278133,-0.14720764848055254,-1.1089247147444792,0.4145442763718815,0.6732894790669293,-0.10454295358439235
Markieff Morris,OKC,F,1,0.6482853507826105,-0.36940067993958176,0.34333945928208665,1.833121288974722,-0.43104599259130044,0.22541490810166642
JaMychal Green,LAC,F,4,0.675250879722119,-0.452779924677025,0.8220459479574106,0.12621782083136324,-1.028873968870029,-1.7071674964769015
Danuel House Jr.,HOU,F-G,5,-0.3358649772325934,-0.3811009907450367,1.6781302578996622,-0.6780574894170439,-0.47898079826514206,-0.3855381698520652
Al-Farouq Aminu,POR,F,5,0.21526540707007827,-0.07117699661166804,1.168397427420505,-0.895831464124734,-1.2180192861895531,1.229785424298264
Larry Nance Jr.,CLE,F,2,1.3522899447144061,0.5341634482430008,-0.2772185441166295,-0.7134200091531939,-1.200754443689085,-0.01492137517106698
Nicolas Batum,CHA,F-G,8,-0.37200484139805434,0.18396736894609367,0.4609873357214136,-0.6380375917048764,-0.27847325174220516,0.4465277972108085
Jalen Brunson,DAL,G,8,-0.7808845901906827,0.14537580518252358,-0.4558926562839675,0.15652836421732774,0.8301161714322598,-0.40832916819991727
