PLAYER,TEAM,POSITION,CLUSTER,PC1,PC2,PC3,PC4,PC5,PC6
Gerald Green,HOU,G-F,5,-0.4631259110139499,-0.6398994008558343,1.9459285774868107,0.06779722226458686,0.49061900489683985,-0.4913449141715906
Rajon Rondo,LAL,G,8,-0.8890834025632621,0.5565917785769304,-2.186009535137797,0.02977410526998728,-2.3421893487435304,0.7644017243039718
Alex Caruso,LAL,G,4,-0.6657535062755482,0.03957488084697688,-0.8722586643852863,-0.7775300642346856,-0.8057592622898759,-0.09212924290487433
Landry Shamet,LAC,G,3,-0.8631588325959079,-0.524821950711176,1.4510508169749243,0.40278574769613107,2.3407612393164223,1.668331458653062
Terry Rozier,BOS,G,8,-0.9071315932714593,-0.045815021984177966,-0.1980777254058266,-0.014244466998438381,0.28485581348008704,0.6070738424713026
Ish Smith,DET,G,8,-0.8253323590934906,-0.055642024325485595,-1.6558098107434338,0.3099925516518411,0.7520226759161555,0.6925695296677804
Malik Monk,CHA,G,3,-0.8208203696088259,-0.5702706139450898,0.3265156223290809,-0.30216727334708443,0.7048962380953182,-1.1901871590223179
Rondae Hollis-Jefferson,BKN,F,2,0.7794016238301691,-0.27340674639760526,-0.3300037898623302,0.27538639501007434,-1.0152721584845612,-0.11099658664558752
Ivica Zubac,LAC,C,2,2.4357948229206663,-0.18561810828981337,-0.8675047057081147,-0.451207114142566,1.123021565666804,-0.617797386352297
Bam Adebayo,MIA,C-F,2,1.6245616945990775,0.18062612490797367,-0.8550585798584303,-1.103209480392553,0.5672931618752333,-0.6108263360974048
Tomas Satoransky,WAS,G-F,4,-0.4045355382600522,0.29418750602766625,-0.379684005314746,-0.4409657461912849,-0.6311821715758625,-0.12517084476879684
Marcus Smart,BOS,G,8,-0.7831808503731142,0.4173523382482312,0.10198963943517657,-1.524975430580301,-1.517787071087378,0.6459714744688295
Mario Hezonja,NYK,F,5,-0.28180643414000023,-0.11535226011144811,-0.12189506528094174,-0.07755711329777523,-0.8197249765880409,-1.0413459252777968
Alec Burks,SAC,G,6,0.0008337231797206398,-0.9756662961648876,-0.9805718880433902,1.8084641529057663,-0.9861362173089837,1.221056698644249
Delon Wright,MEM,G,4,-0.5062483206900575,0.08345425876965303,-1.143452854331184,-1.0258372179047635,-0.7392275234896366,0.191848084718704
Frank Kaminsky,CHA,F-C,1,0.8265270091108897,-0.5530025744324962,0.5087242873434,1.607129650929202,-0.3195470261013864,-0.18737817702038817
Norman Powell,TOR,F-G,4,-0.6515508721757081,-0.4199863319362157,0.21873077767454696,-0.9303290354444504,0.8069244008717917,-0.9384481001901501
Kyle Korver,UTA,G-F,3,-0.8723761659434405,-0.6237818985967449,1.7067502136307993,0.31173626548790223,2.279933814632734,0.46662370860512425
Trey Lyles,DEN,F,2,0.3491613822094483,-0.2726107084807855,0.4304979625747338,0.9770233407561488,0.3605874900408124,-1.1853747154232224
Rodions Kurucs,BKN,F,4,0.12425504280676922,-0.4416237095290934,0.8490671031621194,-0.9850965983604962,-0.4721830911922022,-0.5318556385510423
Langston Galloway,DET,G,3,-0.8354190620468865,-0.6644363462559602,1.209588212113918,-0.26993692925008156,1.449092077296255,1.1169132619088584
Noah Vonleh,NYK,F,1,0.9527444286217264,0.20994369577708819,0.011819807247400985,1.3501209657168443,-1.1195614440203367,0.3625295596292018
DeAndre' Bembry,ATL,F,4,-0.37960240452227983,-0.019436179374572295,-0.4210722391806802,-1.5085090117876183,-0.8660999377263914,-0.29374410843673954
Mikal Bridges,PHX,F,5,-0.31421740906192924,-0.1628220271121241,1.1411298495262585,-1.526458338002421,-1.4772501459502738,0.7258782082276439
Bruno Caboclo,MEM,F,5,0.1655243617605985,-0.7660111439694358,0.9871364707657116,-0.09671854561967526,-1.4566453801157522,0.18844386240004712
Darius Miller,NOP,F,3,-0.9175134806903588,-0.4267387155602098,1.0569824413094002,0.2512531808203276,0.7214722089095044,0.8522522938453055
Jahlil Okafor,NOP,C,2,1.7080492020685492,-0.04590771828775261,-0.3248453369274714,0.7235337446528656,1.0932152594636109,-2.068611814087229
Richaun Holmes,PHX,F-C,2,1.8410871417603993,-0.2589159601316295,-0.9575961197387864,-0.8031357867083458,1.3472282059079093,-0.67012898636267
Markelle Fultz,ORL,G,6,-0.038946919365857396,-0.6349860657795093,-1.8041085790408833,1.173600024668842,-0.15061348020493856,1.9822712194793164
Austin Rivers,HOU,G,6,-0.6698074635637605,-0.4241151574377399,-0.7027922257701253,0.3106302920349047,-0.1546021320109719,0.06610016579265843
Frank Jackson,NOP,G,3,-0.5152458037376019,-0.687536561236651,0.4924934571489868,-0.27574075138094284,0.7503998304548047,-0.5337525262713074
Isaiah Thomas,DEN,G,6,-1.0067095326296296,-1.0117714412172283,-1.3191703347347745,0.3864185073500479,1.1676988534086075,-0.5948660689558853
Kyle Anderson,MEM,F,4,0.017463209825305397,0.3367193320312451,-0.9236062393263639,-2.6899750028014244,-0.3808739394220749,-0.692802360454988
Davis Bertans,SAS,F,5,-0.23070089013155334,-0.49047394882395756,1.8725403562752208,-0.26414225000202174,0.026407023337846787,0.3073296537316511
Jamal Crawford,PHX,G,6,-1.1195160405518485,-0.5039701093166411,-1.6871105603966925,1.2436847449765018,0.591182788097025,-1.4001431254399674
Seth Curry,POR,G,3,-1.0574833826153414,-0.5611391411801149,0.23232908098956906,0.0831333226529758,2.062112424374364,0.09741553334363257
Josh Hart,LAL,G,5,-0.36665435658765777,-0.3084776986935707,1.160096315231243,-1.2206319906807288,-0.560431931648379,1.6157495685946757
Garrett Temple,LAC,G-F,8,-0.5534468436373892,-0.5287849613549117,0.1459860258963425,-1.0698106683486777,-0.795351415459879,1.122784235861344
James Johnson,MIA,F,5,-0.15815031038835436,-0.2255605256428488,0.006498820001818818,-0.1681172154071361,-1.327805795914303,-0.9111610506724107
Ante Zizic,CLE,C,2,1.9416732336650626,-0.3804459990057215,-0.8988590582404665,0.3724070675488713,1.7356396892480401,-0.3601076563358328
Mason Plumlee,DEN,F-C,2,1.5170685622542877,0.23311184349037914,-0.9056048330871106,-0.9573605796913077,-0.05923199127005081,-1.4165612942164443
Josh Okogie,MIN,G,5,-0.452412681030248,-0.39083975461717957,0.6103417640238568,-1.5102857223809028,-1.2921051069804121,0.5474820272242755
Maurice Harkless,POR,F,4,0.4444856043713686,-0.265039723539789,0.5897112672082419,-1.0540974642994894,-0.330579311055023,-0.11625078661224957
Patrick Beverley,LAC,G,8,-0.5520453933710092,-0.03769088601509769,-0.4032718835142019,-1.0036660820929688,-1.1085162849768666,1.362044772645583
George Hill,MIL,G,4,-0.6103295143118155,-0.11992479293077567,-0.20473115440957787,-1.2102558986478733,0.6930605947381063,0.11913618969351075
Rodney McGruder,LAC,F-G,6,-0.07131829956855669,-0.9096185278251638,-1.0563959532682277,1.1135049762895386,0.1352038741094749,2.6838456489792644
Jake Layman,POR,F,3,0.08391074857865641,-0.6840208156855727,0.9490253833770489,-0.619189454326735,1.331398116413196,-0.6863971338352606
Shelvin Mack,CHA,G,6,-0.38606893148264915,-0.673801677647406,-1.756465534350154,1.4998167930640667,-0.6911859039976489,2.1567326843737495
Dorian Finney-Smith,DAL,F,4,0.20105249269826972,-0.35863125860742623,0.823011658137097,-1.3800908965849448,-0.3476604510357408,0.5022411443883588
Dillon Brooks,MEM,G-F,4,-0.475142393961287,-0.8258172336228813,0.8573792014348295,-0.040978851362935054,-0.47168411051522896,-1.340835836558437
Iman Shumpert,HOU,G,5,-0.4872557150354614,-0.95666086376168,0.4623477491932415,0.10683878001724036,-2.004441471581462,0.6247351215758755
Chandler Parsons,MEM,F,4,-0.6768164021194855,-0.8963543473525518,-0.2600942823366029,0.5254200914971193,-0.7634025067967034,-1.0813882926514646
Miles Bridges,CHA,F,4,0.1870850889256958,-0.4332974163175409,0.7200368072167341,-0.5361398536419885,-0.519734145601763,-0.36909227500328257
Vince Carter,ATL,F-G,4,-0.2275587182464354,-0.6917056429861329,0.933796217664093,0.42705194702237226,-0.7953978128358457,-1.3627100751934573
Draymond Green,GSW,F,8,0.34396882902654907,0.8716866584148231,-0.592971733876809,-1.6691545383450301,-2.6849776641729304,1.4535008128854592
Dwayne Bacon,CHA,G-F,3,-0.6766311661938375,-0.6418112807925955,0.53773149484625,0.00669268139482515,0.7006944981699117,-1.0703197664920714
Mitchell Robinson,NYK,C,2,2.3814500577799516,0.005717171895744056,-0.26605397334730313,-2.5667559377651776,0.7860314119612423,-1.0495590750123132
Antonio Blakeney,CHI,G,4,-0.8756399835180877,-0.7488598645616223,0.013137201225572505,1.5791535873474805,0.8739162497677699,-2.255388853778831
P.J. Tucker,HOU,F,5,0.2887730931735966,-0.2906811744219007,1.4443724656127959,-0.7185114301108111,-2.4062133038289626,1.9992171796906115
Doug McDermott,IND,F,3,-0.3054220173054991,-0.9460569378306956,1.490185956438106,-0.4578597366367627,2.294573884645822,-0.9039516148291991
Dirk Nowitzki,DAL,F,1,0.16938708500138983,-0.7752228080596316,0.9143504390953011,3.137202626143292,0.1463914692095424,-0.07062444863945386
Willy Hernangomez,CHA,C,2,1.652134215842802,-0.46946764388950074,-0.3205136801905723,0.7367917236861524,0.6872585721072296,-1.3064439602869653
Lance Stephenson,LAL,G,4,-0.7656054388974762,-0.5110571934369502,-0.423381202154109,-0.16835129869762366,-0.2805833083224152,-1.538030165797315
Justin Jackson,DAL,F,3,-0.35662944952074044,-0.7482715351099135,1.1348363181991343,-0.49288316560061085,0.864196414040716,-0.48955707411208427
Luol Deng,MIN,F,4,0.3639525475044052,-0.7717958302996674,0.49248702773482084,-0.6730584032264916,-0.35437525192484054,-1.547057931706086
Joakim Noah,MEM,C,2,1.2766714602761473,-0.3096250972227762,-1.1051271827725893,-0.2818353692293827,-0.2733605915233747,-1.1271725749852903
Harry Giles III,SAC,F-C,2,1.218911682373012,-0.27694586027357415,-1.2909400762476637,0.5865167501775003,0.6413423484299597,-1.642171426981916
Derrick Jones Jr.,MIA,F-G,4,0.6563576364970534,-0.6440510189800619,0.45335403182146444,-1.8971118072835305,-0.41758443216897567,0.19598004173493655
Mike Muscala,LAL,F-C,5,0.3784907432228172,-0.8270594191263503,0.6501311861679928,0.900912285607727,-0.6916223725385375,0.34634486784486146
Luke Kornet,NYK,F-C,5,0.6528527654450118,-0.5413276999978696,1.239993251842222,1.5575716274692684,-0.5607051899500958,1.36691326474605
OG Anunoby,TOR,F,4,-0.017304749951748466,-0.7210005531499123,0.6219881929951933,-1.1129323819066552,-0.6358632074698596,-0.46802189689523105
Terrance Ferguson,OKC,G,5,-0.3481795784111384,-0.9655903439503188,1.2085808129405602,-1.3562521285661648,-0.7192507137945829,0.44001116977929033
Pat Connaughton,MIL,G,4,-0.2502139717017649,-0.2454629276834095,0.6087118026424908,-1.858305257532801,1.0823582617818284,0.6005055857626562
Tyus Jones,MIN,G,8,-1.150951737216977,-0.03502855006812838,-1.8755903129694094,-0.49980753321937155,-0.25176441443546865,0.7610534732155199
Stanley Johnson,NOP,F,4,-0.37217403057178106,-0.7171924878432542,-0.7999045258407208,0.7888297637814076,-0.7126675230426303,-0.7880298560725885
Quinn Cook,GSW,G,3,-0.8203169528498611,-0.5080698652846476,0.04644947533505569,0.5363408854619806,1.5984013271493296,-1.4395157502019535
Dante Exum,UTA,G,6,-0.5982646038838387,-0.6175818987884012,-1.568474078793295,0.41047000725074523,0.7700511015907954,-0.09731350058782078
Wayne Selden,CHI,G-F,4,-0.7965233529226237,-0.8181057213302902,0.18030605558040605,0.7049406622513158,-0.2318498946538442,-0.9200192591741757
Maxi Kleber,DAL,F,5,0.851189717187275,-0.4532940917821085,1.2926453604956833,0.1313796468348106,-0.4105793463741158,0.2427309783482657
Brandon Knight,CLE,G,6,-0.9456107094739874,-0.8182973082674134,-1.0339035181673895,0.8296254731182726,0.054169423058036105,-0.28544971006448144
Evan Turner,POR,G-F,8,-0.07884128103303413,0.1009404535855296,-1.7447712593646933,0.054862035312845,0.9132984256489691,0.3748328001289554
Ersan Ilyasova,MIL,F,5,0.6838040965003142,-0.5349732564107398,0.7099846987697874,-0.11821598984423483,0.013755042838157478,1.2534464823138838
JR Smith,CLE,G-F,3,-1.2270924020971423,-0.672646873236538,0.14059184643012135,0.3803773229005641,0.5201587968780766,0.47184671299697667
Ryan Arcidiacono,CHI,G,6,-0.7251527347557752,-0.38931776939102203,-0.6718245045868196,-0.19054709898894717,0.03970153609230004,0.1082760526119335
James Ennis III,PHI,F,4,0.2724995624843229,-0.9024638538838676,0.5936276201731616,-0.8273304720904419,-0.4963920536687379,0.056928989187535535
Ian Clark,NOP,G,3,-0.8826848380672435,-0.7969061316947831,0.22299239746091493,0.19791395404914197,1.1632076345001174,-0.014241201684885135
Michael Kidd-Gilchrist,CHA,F,4,0.49453526993426733,-0.6423969131923789,0.5029616161314548,-0.323798105242839,-0.6070781306430445,-0.5857496503440217
Zach Collins,POR,F-C,2,1.2579857767674587,-0.6812782439428406,0.3238870585294094,0.7702758425415249,-0.5791166343567822,-0.3350896780026963
MarShon Brooks,MEM,G,4,-0.3816558817959048,-0.830540209663313,-0.6231803663688402,0.03065518017907773,-0.15943781577795585,-2.278002941155519
David Nwaba,CLE,G,4,0.004914801257374614,-0.76547988361471,0.2652470028043997,-0.7815100844996576,-1.175426639372835,-1.1728210498435596
Cory Joseph,IND,G,8,-0.777084401845982,0.103827437875497,-0.9300320857206983,-0.4812639227929758,-0.03260396149484764,0.8384173922552788
Johnathan Williams,LAL,F,2,1.3774947364197567,-1.0520481933938104,-1.0239329851244232,-1.8218530789112022,0.9593619301893066,-0.6394946221764888
Jonathon Simmons,PHI,F,6,-0.6210233546719999,-0.8681517743431082,-1.349174078105371,0.6114445042418086,-0.402428171676328,0.14457730882644323
Shaquille Harrison,CHI,G,4,-0.352373004209987,-0.3617163850909997,-0.7128467775363616,-1.2109978134169026,-1.047531822172838,0.08806708955444166
Sterling Brown,MIL,G,4,-0.5808316398446971,-0.5175465699779381,0.5550916395631023,-1.3601203241804218,0.6276213536754353,-0.5496083560666063
CJ Miles,MEM,F-G,3,-0.8548270124891603,-1.1767409324898648,1.3348239890951148,0.6699484579295542,1.0517864142536202,0.0960041389738622
Gorgui Dieng,MIN,C,2,1.0940150960091848,-0.3511296854143243,0.12758724754845352,0.6045611688903906,0.28166672909218327,-1.075918430400272
T.J. McConnell,PHI,G,8,-0.6195674839518344,0.06268721179400291,-1.7420398700460915,-0.9724043161708866,1.5087592145402435,0.19427548547803644
Devin Harris,DAL,G,4,-0.6970086845000968,-1.032332906905778,-0.1759249610665565,-0.061522968415587596,0.39015986323515656,0.031677772649960814
Jonas Jerebko,GSW,F,2,0.18184943705029685,-0.8176355083327131,0.9020151877810859,0.46626068081443994,0.09502470624055802,-0.9854046336054118
Omri Casspi,MEM,F,4,0.41082396319404535,-1.0469140661887815,0.1740174535159699,-1.213770356023305,-0.5530063807078304,-1.3501336290782175
Cameron Payne,CLE,G,6,-0.6660954904064835,-0.7843129481871507,-1.4946244506041648,1.3919686330081031,-0.5936624538091152,0.6040367128243908
Kevon Looney,GSW,C-F,2,1.535177043225184,-0.10241198421306608,-0.607044057545532,-2.394972085819741,1.7883052803776687,0.15632959225958193
Troy Daniels,PHX,G,3,-0.7001679701726745,-1.0172426284860745,1.0785949756443203,0.6812788116037196,1.7628790391228486,-0.49153001644515865
Mo Bamba,ORL,C,2,1.5463699902577168,-0.48627344142246126,0.1478036429571569,0.6225522648673876,0.0012906160292252152,-0.44898117277101135
Tyler Dorsey,MEM,G,3,-0.779993862939399,-0.735157427030241,0.3031590283649436,0.4492072481824384,0.6013003137880134,-0.6555172426841318
Jerryd Bayless,MIN,G,6,-1.166185899716858,-0.7011302874471746,-1.4550288186727025,0.9210132968130056,-0.575683227850522,0.20079068320987215
Sam Dekker,WAS,F,4,0.038289156278116736,-0.9782503713397972,0.26887038716094724,-1.201711137651731,-0.4592368378897663,-0.8734276064390585
Kenrich Williams,NOP,G-F,5,-0.06817891274259628,-0.5632162731084823,0.7339164519357044,-0.6578875760406425,-1.6210560834326087,1.1722645026476046
Cheick Diallo,NOP,F,2,1.376333612245892,-0.6671747578625382,0.21962273426365392,0.34401576948421136,0.5901231767342554,-1.7631294958436285
Isaiah Canaan,MIL,G,6,-0.46386050250913974,-1.147906589375245,-1.5222480876502655,1.4612820333531276,-0.6445213816548411,1.1794757089753487
Henry Ellenson,NYK,F,1,0.1854708815963649,-1.1029790479177362,0.5953869157034919,2.2697519830697863,-0.7636462395574509,-0.013479450387582135
Tony Snell,MIL,G,3,-0.6246704573038785,-0.968479668017087,1.0049018260850526,-0.8147349726958734,1.2018347229087407,0.4477120248361201
Wilson Chandler,LAC,F,5,-0.13585365105307629,-0.954315646581372,0.11430594145844351,0.1265771123316649,-0.7064339309924814,1.375791569582332
Jordan McRae,WAS,G,4,-0.3645659275486293,-0.996729031027912,-0.35447116271697016,0.2898020889647281,-0.3620009726187595,-2.4955963103602636
Yogi Ferrell,SAC,G,4,-0.923103690108906,-0.6580176738123901,-0.5461333823039486,-0.04508242792169704,0.710737915223901,-1.1960532730388598
Omari Spellman,ATL,F,5,0.3259456765590286,-0.9686118040930309,0.4197535791438368,-0.05733459210564288,-1.182712228945395,0.8070229060801852
Aaron Holiday,IND,G,6,-0.817704877264277,-0.8308400615994871,-0.8758184207794034,0.0444899452777894,0.7371290483965306,-0.544560913441793
Matthew Dellavedova,CLE,G,6,-0.7258018014037028,-0.5678928456491513,-1.735417013684184,1.0080625952671718,0.736368588629233,0.08578461782324799
Nik Stauskas,CLE,G,3,-0.9512008435904771,-1.0821644151847667,0.3242511710449309,0.6234508693834645,0.7450706877587859,-0.12360939170053722
Meyers Leonard,POR,F-C,2,0.7506390685657511,-0.7802711491962049,0.2923992782778202,0.3298404345438914,0.6571068031767654,-0.796543906541002
D.J. Wilson,MIL,F,5,0.380456302309245,-0.7619397699490499,0.7687565116279722,0.27179455867257285,-0.7107981734919716,0.3778811872461963
Juancho Hernangomez,DEN,F,4,0.2729500415923365,-0.8257639834345025,1.1201962779383194,-0.5816954250457741,-0.07777976852404996,-0.23583698445299558
Ed Davis,BKN,C,2,2.13891205916656,-0.6008766748628347,-1.5451525990986934,-1.340096274447462,1.485688195449255,1.035207730954947
Furkan Korkmaz,PHI,G-F,3,-0.5714566976525199,-0.8679179051675497,0.6535580762830098,-0.2299475573493858,0.6395867380756664,-0.35347154606852094
Mike Scott,PHI,F,4,0.2541544876675674,-1.0719396416890057,0.8939419547632089,0.7190186344898031,-0.42055806696982984,-0.3051905622831725
Ivan Rabb,MEM,F,2,1.1264045903534667,-0.5183657725959236,-0.478735522722112,0.38314601375639284,0.3534623463736666,-1.585876191329197
Elie Okobo,PHX,G,6,-0.5584348994493094,-0.6377912978615822,-1.1925021870622832,-0.3547597335045564,-0.15992291104251743,-0.20333941450719265
Torrey Craig,DEN,F,4,-0.002162208017537685,-0.8014750597866003,0.5590773917490727,-1.8746266918590253,-0.49965936048301923,-0.44697163225762343
Frank Ntilikina,NYK,G,6,-0.7134633800087324,-0.7259077849118284,-1.1012858892874742,1.2253717363310237,-0.4663194181076727,0.6472391488386031
Andre Iguodala,GSW,F-G,4,-0.1395764687707849,-0.45191586746085605,-0.1536162397220297,-2.1759378686224373,-0.9025729495205899,-0.31881271694644775
Daniel Theis,BOS,F,2,1.4078272436929833,-0.6560158836172787,0.19491986981140763,-0.20011680796784395,0.9278527300035445,-0.6829456121573619
John Henson,CLE,F,6,0.7299499075667839,-0.9935981225295446,-0.9596546685601096,1.0870094784585906,-0.18342024420724523,0.8100401719485777
Aron Baynes,BOS,C-F,1,1.3859112865185126,-0.576406689664764,-0.1384509203422814,1.3448790734128337,0.677912880288727,0.887673011797386
Chasson Randle,WAS,G,4,-0.5611855674704642,-0.982704739514885,-0.36673562220414735,0.04032608201545318,-0.09912949609202182,-0.41072684530832054
Jakob Poeltl,SAS,C,2,1.9264287189090894,-0.2742332303511139,-0.21815480635256992,-1.0166736513872086,1.6372858702963764,-0.9206701582772521
Damian Jones,GSW,C,2,1.650682545797405,-0.5102436549284068,-1.224212465797584,-2.2751467189206096,2.4795345204835604,0.7394533028879725
Alex Abrines,OKC,G,5,-0.5878324974479336,-1.2655047725289472,1.2259650776118296,0.3949763566793008,-0.1598320446590498,1.1982195901435635
Raul Neto,UTA,G,6,-0.6768696229625587,-0.5338717771394099,-1.4780921674103984,0.0655887790498074,1.1138201963955359,-0.19548981796699114
Troy Williams,SAC,F,4,-0.22218425709093803,-1.3837582947216616,0.22245820049496173,-0.336281817555462,-1.086680956408745,-0.5895862654460904
Treveon Graham,BKN,F,5,-0.1872261074841326,-1.286258494081478,0.39887371952064815,0.7622358657190457,-1.0172183252050615,1.8257562254040665
Tim Frazier,MIL,G,6,-0.7578154517935474,-0.40826111626896205,-1.7085476892803027,-0.10473069563628709,-0.7818324346644597,-0.060996673194220793
Chandler Hutchison,CHI,F,4,0.04027933370549618,-0.913425835244357,0.13380118285462636,-1.162397065540821,-0.45824610737179905,-0.4953818683179968
Royce O'Neale,UTA,F,4,-0.303924815815686,-0.8582298984230164,0.17754429505190955,-1.4429335980629814,-0.07897065741345782,0.4492914249790838
Alex Poythress,ATL,F,4,0.6612474093880953,-1.3194218900119463,-0.09880649386067929,-0.6247467475406893,0.08477588058460556,0.07490877760708334
Brandon Sampson,CHI,G,4,-0.16001537662544893,-1.4233778658121619,-0.3102428752468586,0.12396501865392387,-0.09557041463305818,-0.22418815228400407
Jalen Jones,CLE,F,4,-0.25537811608236827,-1.4669786157543099,0.6361876812912864,0.1479100010697228,-1.7001924067826488,-1.085904945002912
Thon Maker,DET,F,6,0.5272580036640543,-1.4194804576753137,-0.49951495828705106,1.9456337092780756,-0.46986493989659406,0.8527598584204524
Keita Bates-Diop,MIN,F,4,0.09180513323163035,-1.080525843258236,0.43120763611509105,-1.4159909308724117,-0.30457730937179006,-0.5152812164382728
Anthony Tolliver,MIN,F,4,0.013873787089091339,-1.4418462461371067,1.1701612260218113,1.0831535140001631,-0.9263136602111731,-0.38321305310034287
Cameron Reynolds,MIN,G,4,-0.475634688878503,-1.4483056854989662,0.2778080977089838,0.5273160182758182,-0.3422564001127358,-0.29788458332760603
De'Anthony Melton,PHX,G,4,-0.371490510688737,-0.5091905945948622,-1.0718245851992652,-0.44546787421942247,-2.0094979994864275,0.034706114840217246
Dragan Bender,PHX,F,5,1.057355168757758,-0.839940931502624,0.29186426571083357,0.35831361252479355,-1.282587985904163,0.6156154060432546
Wes Iwundu,ORL,F,4,-0.33447485703694946,-1.0487171768161079,-0.07593813244816708,-0.7801467712931702,-0.1708595019238029,-0.4174706881094781
Marcin Gortat,LAC,C,2,1.8427063820681613,-0.666672380146853,-1.731745192591057,0.0847188805825522,1.0639929528480074,0.3481402120885117
Nerlens Noel,OKC,F-C,2,1.7836318799833524,-0.7052234664237332,-0.836872648774785,-1.62781965235542,0.7533921414933498,-1.4390113571367515
Corey Brewer,SAC,G-F,4,-0.23299570255458826,-1.1040259421269252,-0.11770188862973018,-1.3664807289123826,-1.5687271038233954,0.005200243222918559
Jared Dudley,BKN,F,5,0.19445727393715925,-1.0173849746388282,0.47858900080452854,0.19149724434938312,-0.736598875678146,0.5868168811296562
Donte DiVincenzo,MIL,G,4,-0.3511762819081045,-0.9394692312083079,0.25037512463530065,-1.9413085304775872,0.8030931658207293,0.6181769793135672
Khem Birch,ORL,C,2,1.8448031816765813,-0.9444679584318287,-1.1876283712596023,-1.3229247166288738,1.825141855200936,-0.9599320232925614
Michael Carter-Williams,ORL,G,6,-0.3046829158999709,-0.895563892174858,-1.6707668927935149,0.2241147139035721,-0.6991377129349597,0.7346739748503779
Troy Brown Jr.,WAS,F,4,-0.272374015382325,-0.8805072291496743,-0.4548430263842061,-0.6412095257502372,0.13313512895138702,-0.5176707740107738
Devonte' Graham,CHA,G,6,-0.9858561373054356,-0.8373916244007775,-1.2277369757826697,0.5053752914963964,-0.056139937623871275,0.17080957305772201
Jonah Bolden,PHI,F,4,0.7841943798060856,-1.1903010281470443,0.3638049518044223,-0.4716593261897317,-0.9365669184266433,-0.55012449404049
Alfonzo McKinnie,GSW,F,4,0.2699114289468439,-1.359083809986692,0.6750044854116246,-0.42956645123275766,-0.32423443586499967,-1.338144188301075
John Jenkins,NYK,G,4,-0.6409336853019263,-1.4391700717941363,0.8903103560743484,1.5360374611637468,0.5046767193026164,-1.410565049084365
Timothe Luwawu-Cabarrot,CHI,G-F,5,-0.4955802213319908,-1.4350301023403582,0.9074980916660208,-0.014258835602111842,-0.10137845562109275,-0.18795898800555358
Lance Thomas,NYK,F,4,0.21339514182355618,-1.3850179025073945,0.49050138833779927,0.5918222206570235,-0.9565206084214444,-0.8683531707583774
Jevon Carter,MEM,G,6,-0.9587117408649861,-1.0184131427099037,-1.2372403638305216,0.56071902141452,-0.9312112772681133,0.3184412795499502
Bismack Biyombo,CHA,C,2,1.8937025915797638,-0.9899084926121638,-1.180190966309278,-0.8798491962606706,1.543427585693478,-0.1555949316945134
Shake Milton,PHI,G,4,-0.2979412340948183,-1.4481150891036048,-0.10991016165470956,0.5649992087980673,-0.250241429673955,-0.0988814377777783
Solomon Hill,NOP,F,4,-0.06391374035391931,-1.2542487018644393,0.09821220451205934,-0.4433363363382389,-1.3605772593070475,0.2696334027282844
Bruce Brown,DET,G,4,-0.0761372045850086,-0.7989933829232124,-0.3579061667062353,-1.123097444016407,-0.3274844737962292,0.2258354293629063
Jaron Blossomgame,CLE,F,4,0.6114746523362558,-1.434526238513784,0.30016923988013444,-0.19728990768311663,-0.9940895754241978,-1.0630573948164326
Glenn Robinson III,DET,G-F,3,-0.15106018366237195,-1.4044817167498964,0.2705695759685496,-0.3910047100574634,0.44470305940216187,-0.7186751324640787
Jerian Grant,ORL,G,6,-0.6854515677480572,-0.8196506145470511,-1.2053359804410508,0.1739686378143477,0.20584786037116895,-0.24587508509394307
Ian Mahinmi,WAS,C,4,1.363107631081673,-1.0950783260207682,-0.7927331263137525,-0.5480828126049591,0.05004848257106187,0.03350301914032766
Shaun Livingston,GSW,G,2,0.24724304434935815,-0.7788337147816571,-1.5521067085602953,-0.8285409625875303,0.7922527641242536,-2.2177445715037973
Courtney Lee,DAL,G,6,-0.6180647101799367,-1.3471673392225907,-0.9251518047171872,0.6146342436994835,0.2135195348087285,-0.35335961383179604
Cristiano Felicio,CHI,F-C,2,1.699512473129656,-1.0448590629808796,-0.985814240576111,-0.6854244497650778,1.2191170114487229,-0.7572727862019345
Pau Gasol,MIL,C-F,6,0.6738631913268165,-1.1609855483163498,-1.4928780387737908,2.7468899840052154,0.7314211330438481,1.8044959325026866
Zaza Pachulia,DET,C,2,1.277217386112521,-0.9330536001341525,-1.4992853457154856,-0.19064213618269196,0.39084860304574087,-1.1548321071702006
Thabo Sefolosha,UTA,F,4,0.07812546114608412,-1.294500434811989,0.4310851703726159,-0.3974994022475519,-0.4376217984736684,-1.556805601572934
Rawle Alkins,CHI,G,6,-0.12772297309973174,-1.5359540047041895,-1.1296667927784834,1.0416893519569337,-0.5321186842406213,0.9752622515592381
Patrick Patterson,OKC,F,4,0.3177644190125701,-1.4128261020459345,0.5372296847115348,1.174778418909648,-0.7294475099244694,-0.6459881148751414
Nene,HOU,C-F,4,1.2030383730583858,-1.0710779884970623,-0.754846821274815,-0.4151303156476588,1.0621876107162553,-0.01960383112307307
Andrew Bogut,GSW,C,6,1.2697032279876552,-1.198336002265702,-2.254844463529108,0.7434347791570797,1.5049145306740757,2.071747815522811
Isaiah Briscoe,ORL,G,6,-0.6424952116895237,-1.0747580526201548,-1.697774610924052,0.09753316012174451,-0.4082777843140512,0.17963303916397239
