stats_PC1,stats_PC2,stats_PC3,defense_PC1,defense_PC2,defense_PC3,defense_PC4,hustle_PC1,hustle_PC2,hustle_PC3,shooting_PC1,shooting_PC2,shooting_PC3,shooting_PC4,play_PC1,play_PC2,play_PC3,play_PC4,passing_PC1,PLAYER,TEAM,POSITION,CLUSTER
1.9063262541495225,3.6097092815439398,-0.19258267554903133,0.5653872582165188,0.6159008790514481,-0.33149672297054444,1.4063581898844713,1.8401830114449014,-0.8912633915748278,-0.03267579973925487,2.267595029905271,0.18333836448853125,-1.9959703724533178,-0.31856589790911777,-1.393048464734952,3.286738485942766,4.69947771216453,-0.7088247259576539,2.6650978565178494,James Harden,HOU,G,3
1.4192520441408487,2.0926375469682883,-1.5330788587944744,-0.03747209805117843,0.3364141229581649,-1.9852740842875676,-0.18527850482924668,3.2990357964649726,-1.3093049208705807,-0.6861875672583456,2.3809425882272,-0.7346066227273794,-1.796579667671921,-0.5461721239454836,-1.2771668638880984,1.8478829916128083,0.12089872848033664,-0.07165857465542305,0.6780268654974183,Paul George,OKC,F,3
3.3137283840123333,1.8657700889843805,-0.482333581171155,0.12167954183604247,-0.3655371767335286,-1.1949614933164299,0.7457464884222444,2.0914417956955598,0.27117921890030827,-0.9788595625394648,0.16376800290842392,2.2429247779799466,-2.4197666816547585,-0.24137986553355248,0.06312807284246541,2.4390403168218895,0.3433178418789789,-0.7313335017362049,1.6674791661192585,Giannis Antetokounmpo,MIL,F,3
3.072335493518069,0.9693934513051002,-0.7049091210987875,2.4521513319854646,1.769506817625696,-0.9626114567907549,1.4724226107671217,1.4777735327650754,2.6646157790329994,-0.5629474320863666,1.1057733817486917,2.0704009527374323,-1.1835278144945394,-0.42728350221631556,1.033970122482789,2.5462555338226083,-0.2587593348021084,-1.1641392194718607,0.8715627144034697,Joel Embiid,PHI,F-C,2
1.6958089981354412,2.7748845721049817,0.3304130657580236,-0.21750070520440654,-0.6486193320837993,-0.8544154926726212,1.6455880094038842,1.0383305405286745,-0.5611056150719406,0.4994500918374271,1.3212911771693954,0.6786441679862651,-2.7206101433519208,-0.7765499128462224,-0.36419576329369363,2.2906329448002665,1.6276701560390117,-0.3998970341398544,2.3729523248570703,LeBron James,LAL,F,3
1.0495782682810715,2.21353676767444,-1.9702992640708619,-0.4004780311557537,0.8283474845752317,0.47896358557251206,0.4364508219972801,1.4222062220844314,-0.8079030421810303,1.0657584031494787,2.505931105783137,-1.6827777534488026,-2.2530121280117905,0.5333380800465684,-1.2455736163531563,1.3088784936981321,-1.54966798255465,1.2638296566846468,2.399697769198858,Stephen Curry,GSW,G,4
1.4440026075743857,1.74677922336567,-1.954180496847382,-0.29890031948907364,0.1422863047133623,-1.3147267812240029,-0.034550894056562136,2.137428181232672,-1.170332113151505,-1.1592478525746388,2.7415495807880643,1.3508645914045372,-0.5790915042200525,-0.3202691280771992,-0.9907261490997578,1.635518965757468,1.1674786180810404,-0.8216970417247101,1.2773847093357014,Kawhi Leonard,TOR,F,3
0.5127072646546998,2.069400114138097,1.124743060381164,-0.20677498720723406,0.4934565460911115,-1.00509733870386,0.14430188483101297,0.30898273548099064,-0.6034549965307859,0.2370494818639935,2.830601038377004,1.4479256021907578,0.23396523723152896,-0.7639455539601285,-1.1287879894411725,1.8161041392044859,0.5885424633884327,0.7332928359254117,2.071901912300441,Devin Booker,PHX,G,3
1.374586158549714,1.9091734939269205,-1.4025914864735431,-0.2363526442330406,0.33217188243335527,-1.1794604685910886,0.6924437403121108,0.8069019358896277,-0.17955935423734046,-0.40143471762125443,3.3493664179263947,1.9374443320134564,0.3427520107030363,-0.3310479333439898,-0.6961613455655129,2.0026342193453273,0.37416176330300005,-0.6636513733776234,2.0981775671832135,Kevin Durant,GSW,F,3
2.968893795700089,1.125635061628337,-1.205407729680274,1.5286601462195524,0.39148784059503056,-0.6065272961228744,1.2314619726190792,2.60963680494094,1.5275144377601082,0.283695153702792,1.5099689710210005,2.1566169773764603,-1.5718031620854154,-0.3044498779461303,0.6316769967193985,1.9262006199625814,-0.39792850293401333,-1.4242044248601982,0.7859342881647136,Anthony Davis,NOP,F-C,2
0.6918962803757852,2.447642035035012,-0.8194597005153496,-0.634124615070307,1.5545598595794867,0.08406705454351145,0.6455263350076352,0.9505608837659101,-0.9526477862883654,0.1234438094514222,1.8735780895695773,-0.536505546782374,-0.9385405714624244,-0.5279921819815574,-1.403532845180679,1.3825408839352877,1.3269935647517233,2.1361822816509792,2.3434094102814957,Damian Lillard,POR,G,3
0.436265296160909,2.249671634129101,-0.333033011922774,-0.34726926498975474,1.4415694285524139,-1.3570841742135076,0.6519519302842043,1.9335002226201503,-1.0339078063630736,2.9015866621982465,2.2527280543854684,-0.3387305549531366,-0.8939458361552636,-1.060843051606324,-1.6593099122781798,0.921923153465079,0.972537084403827,1.3277970769097605,2.5629516987760645,Kemba Walker,CHA,G,3
0.7246212942523852,1.7903469680933728,-0.2758379568393878,-0.21062247078696267,1.0605018337621814,-2.1141679424974518,0.11563648614332095,2.1857556735740737,-1.206378579267303,0.6232366656703378,1.948843375356852,0.44431476832593086,-1.4240719663536083,-0.2720518477462377,-1.2596172472989486,1.7187933713513053,-0.5609798692291705,0.9053546662548341,2.437327870019457,Bradley Beal,WAS,G,3
